"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q41","Q42","Q43","Q44","Q45","Obs","Exp","habilidade","se.z1","respostas","Ocorrência","alunos_id_string"
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-1.55195901147427,0.615950123969811,"00000000000000000100000000000000011010000000",1,"210057819520"
"2715",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.002,-1.54652345091546,0.624000030478171,"00010000000010000000000000000000000100000000",1,"210057337912"
"3987",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-1.54307469020675,0.625503777949655,"00100000000110000000010100000000001000001010",1,"210055444549"
"2681",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,-1.54156743953578,0.622997873862072,"00010000000000000000000000000000000000000000",1,"210055585891"
"164",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.53745542406927,0.637548955650176,"00000000000011000001001000100000000000000100",1,"210057286117"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.001,-1.53742339645222,0.611737468525421,"00000000000000000000000000000000010010000100",1,"210057343999"
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,-1.53359579434399,0.624906840759541,"00000000000001000000001000000000000111010000",1,"210055898933"
"7435",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.52987609980264,0.602225276704399,"10000010000010000000100001000000001001000000",1,"210056601794"
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,-1.52974386749239,0.600650718909407,"00000000000000001000010011000000010000100010",1,"210055402567"
"162",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,-1.52881473222214,0.623786060141536,"00000000000011000000001000000000000000000000",1,"210055211024"
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1.52790758862507,0.621702939895003,"00000000010000000100010101100000000110000000",1,"210055453479"
"6630",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,-1.52627253383384,0.640927851228292,"01100000000000001000010000100000001000010001",1,"210055519702"
"8555",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,-1.52563153421174,0.639776712812542,"11100000000010000000000000000000001000010001",1,"210056673265"
"4605",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,-1.52114130671635,0.630602071837684,"01000000000000100000000101000000010111010000",1,"210055692988"
"183",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.52098689428372,0.614115562595169,"00000000000110000000000010000100000000000000",1,"210056669047"
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001,-1.52005962083309,0.614485471804076,"00000000000000000000000000000100010000001000",1,"210055217077"
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.002,-1.51161099277782,0.612181967264271,"00000000000000000000010000000100000000010000",1,"210055924678"
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,-1.51116472190346,0.605657559351506,"00000000000000000000100110000000000011100000",1,"210056817997"
"7243",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,-1.50917059495634,0.626128867909034,"10000000000000000001001001000000010000100001",1,"210056890537"
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.006,-1.50828856227589,0.600520111305021,"00000000000000000000000000000001000010000000",1,"210055113430"
"153",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1.5081526801055,0.655561278063618,"00000000000010010000000000100010000010000001",1,"210055437547"
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.003,-1.50349184226866,0.622294379344761,"00000000000001000000000000000100001000000000",1,"210055588682"
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,-1.50153892600154,0.621460276815752,"00000000000000000000000000000000011000100101",1,"210057766018"
"7239",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,-1.5005027715567,0.621982098847101,"10000000000000000000000000000000001010001101",1,"210057807997"
"4602",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.49993635235889,0.609285962766333,"01000000000000001000010000100001001100000000",1,"210057530819"
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.002,-1.49702505725035,0.618241693558176,"00000000000000000100001000000000000000001000",1,"210055510162"
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,-1.4966630533574,0.610384460839817,"00000000000000000000100000000000001010010001",1,"210055513291"
"7984",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.49663654418261,0.640449836548399,"10100010000000100000000000110000001000000000",1,"210055451036"
"7242",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.49534581317838,0.608841551118683,"10000000000000000000010010010000000001000000",1,"210055555686"
"4589",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,-1.49502127611995,0.607162254483195,"01000000000000000000000000000001000000000000",1,"210055342972"
"4618",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.49491345645149,0.607247841742252,"01000000000010000000000000000001000010000000",1,"210055566127"
"2728",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-1.49181484252605,0.625689984804944,"00010000000110000100000000000000000000001010",1,"210056699244"
"178",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,-1.49057983640431,0.63518363160821,"00000000000101000000001000000000001010000011",1,"210055577057"
"6909",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,-1.48954729501538,0.639057986201555,"01110000000000000000010010000000000000011010",1,"210055547245"
"7669",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.48943896435145,0.642892254951112,"10001000000000000100000100000000001000100000",1,"210057822878"
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.002,-1.48872199252737,0.614959488770488,"00000000000000100000000000000000001000000100",1,"210054513945"
"2683",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1.48765905384302,0.656020463445056,"00010000000000000000000000100010000110000000",1,"210056637451"
"7255",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-1.48585853843696,0.618121180536444,"10000000000000110000011000000000001011000000",1,"210057245649"
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,-1.48497318630857,0.617212325018313,"00000000000000000000100101110000010001010000",1,"210055476511"
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.48479369177965,0.604183897625574,"00000000010000011100010001100000000000000000",1,"210056850747"
"969",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1.4846843364864,0.606664675609416,"00000010000000000000000100000001010000001000",1,"210055373686"
"2204",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-1.48444815154268,0.636497814507889,"00001000000010000000000010000100000101000010",1,"210055460357"
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,-1.48362511373142,0.624339877671675,"00000000000000000000000011000100001001000001",1,"210057752182"
"4608",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-1.47775352454641,0.612676325160526,"01000000000000101000000000000000000001100000",1,"210055586049"
"2719",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,-1.47345714458382,0.632312024777367,"00010000000010000100000100000000000100011000",1,"210055465388"
"7439",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.47149204455445,0.628572484183562,"10000010000100000000000000000010000001000000",1,"210055568839"
"4590",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-1.47095647053756,0.640207846495062,"01000000000000000000001100000000000001000011",1,"210055514211"
"7297",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.46490699653432,0.612827096653117,"10000000010001100000000010000000001000010000",1,"210056565280"
"8080",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,-1.46321178271534,0.635426119304639,"11000000000010000000000100000000000010010101",1,"210055703871"
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-1.45853434578214,0.611243352751271,"00000000000000000000000000000100010000000110",1,"210055180571"
"141",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.45829859444995,0.598941607215531,"00000000000010000010001000100000010100000000",1,"210056545774"
"7260",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.4582776373063,0.637746645724317,"10000000000001000000000001000010000100000000",1,"210055560484"
"973",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-1.45553539393175,0.620090722208453,"00000010000000000000010001010000000000010011",1,"210056905665"
"137",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,-1.45545196505191,0.60065774255482,"00000000000010000000100000000100000000000000",1,"210056583300"
"4593",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.45537212772905,0.608434693958265,"01000000000000000000111011000000000000000000",1,"210055398983"
"7429",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.45425028418677,0.613728998210729,"10000010000000010100000000010000000000000000",1,"210055616492"
"970",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,-1.45092006435292,0.615258816715628,"00000010000000000000001001010000000110001000",1,"210055257220"
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,-1.44647388739003,0.599050156049687,"00000000000000001001000000010000011000100000",1,"210055331421"
"112",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,-1.44451263781189,0.625723545496534,"00000000000001000001001000000100000010101000",1,"210056587304"
"7765",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1.44413394427923,0.608483311834661,"10010000000000000001010000000001000100000010",1,"210057820404"
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.001,-1.44390127674653,0.621096442194818,"00000000000001000000000000000100000100000100",1,"210057815552"
"7248",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.44326662002233,0.639758382020682,"10000000000000001000000000101000000101010000",1,"210057791368"
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-1.44205922231249,0.583046425256416,"00000000000000000010000001000000000011000010",1,"210056927904"
"7444",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,-1.44174025514774,0.615893037404306,"10000010010010000000001000000000000100011001",1,"210056915272"
"2197",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.43897176165354,0.640915082282737,"00001000000000000000100101110000000001000000",1,"210057270565"
"7301",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.43862134361572,0.597582532248431,"10000000010100000000000000010000000000000010",1,"210055666657"
"1161",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1.43847711327809,0.645502069715699,"00000100000000010000010001100000000100000011",1,"210057771055"
"4607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1.43813843180195,0.636848825861224,"01000000000000100100010000000000001000000001",1,"210055658063"
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.43668859771776,0.607369184938707,"00000000000000101000001001000000000010000000",1,"210055017396"
"3972",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-1.43574494126859,0.613850689983451,"00100000000000100001000000000001000100001000",1,"210056916159"
"2362",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,-1.43297788889761,0.636434885456189,"00001010000000000100010000000000001001010110",1,"210055584173"
"4012",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.43280870263839,0.618682441819654,"00100000010000100000000110000000000000000000",1,"210057298882"
"3980",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-1.42831438240449,0.717399204171662,"00100000000010000000010010100000100100011000",1,"210056895335"
"122",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.42697700045414,0.643466374267464,"00000000000001010000000100000010000000000000",1,"210055636617"
"8136",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,-1.42685230388339,0.69673543043276,"11000001000000010000010000100000001011010010",1,"210055127012"
"986",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,-1.42671082924028,0.634373555669507,"00000010000001100100001000000000001101111000",1,"210055599235"
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,-1.42604813323964,0.599171300027538,"00000000000000000000010010000101001101010000",1,"210055088803"
"4010",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.42526118983462,0.610380426106389,"00100000010000010000000001000100000000100000",1,"210055542292"
"163",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,-1.42414463991685,0.623997942665056,"00000000000011000000101001000000000100011011",1,"210056461696"
"2361",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.42203173460481,0.654653066744936,"00001010000000000000000010000010010000000000",1,"210058019629"
"143",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,-1.42165105541285,0.612492383837125,"00000000000010000100000000000001001000011001",1,"210055236633"
"2700",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-1.4208276414088,0.612308961848165,"00010000000000011100010000000000001000011000",1,"210057815202"
"4908",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.42013571771664,0.626841853224599,"01000010000010100101000000000000001000100100",1,"210056902776"
"6910",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-1.41927995714427,0.626527901276362,"01110000000000000000110000000000000010000010",1,"210055585178"
"7779",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.41826714191132,0.625336201748092,"10010000000110000000000110010000000000000000",1,"210055378722"
"148",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.41517561600018,0.617256424176815,"00000000000010000100001000000100000010000000",1,"210055580270"
"8076",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1.41454591370982,0.645960132751577,"11000000000000000001000000001000000101000000",1,"210057312625"
